name,team,year,position_w
Andy Sugarman,St. Louis Rams,2015,Offensive Quality Control
Mike Waufle,St. Louis Rams,2015,Defensive Line
Clyde Simmons,St. Louis Rams,2015,Assistant Defensive Line
Joe Bowden,St. Louis Rams,2015,Assistant Linebackers
Brandon Fisher,St. Louis Rams,2015,Assistant Secondary
Dennard Wilson,St. Louis Rams,2015,Defensive Quality Control
Rock Gullickson,St. Louis Rams,2015,Head Strength And Conditioning
Adam Bailey,St. Louis Rams,2015,Assistant Strength And Conditioning
JAggabao,St. Louis Rams,2015,Assistant Strength And Conditioning
Mike Bajakian,Tampa Bay Buccaneers,2015,Quarterbacks
Tim Spencer,Tampa Bay Buccaneers,2015,Running Backs
Andrew Hayes-Stoker,Tampa Bay Buccaneers,2015,Wide Receivers
Jon Embree,Tampa Bay Buccaneers,2015,Tight Ends
George Warhop,Tampa Bay Buccaneers,2015,Offensive Line
Butch Barry,Tampa Bay Buccaneers,2015,Assistant Offensive Line
Ben Steele,Tampa Bay Buccaneers,2015,Offensive Quality Control
Joe Cullen,Tampa Bay Buccaneers,2015,Defensive Line
Paul Spicer,Tampa Bay Buccaneers,2015,Assistant Defensive Line
Hardy Nickerson,Tampa Bay Buccaneers,2015,Linebackers
Gill Byrd,Tampa Bay Buccaneers,2015,Cornerbacks
Mikal Smith,Tampa Bay Buccaneers,2015,Safeties
Dave Borgonzi,Tampa Bay Buccaneers,2015,Defensive Quality Control
Carlos Polk,Tampa Bay Buccaneers,2015,Assistant Special Teams
John McNulty,Tennessee Titans,2015,Quarterbacks
Shawn Jefferson,Tennessee Titans,2015,Wide Receivers
Jason Tucker,Tennessee Titans,2015,Assistant Wide Receivers
Bob Bostad,Tennessee Titans,2015,Offensive Line
Mike Sullivan,Tennessee Titans,2015,Assistant Offensive Line
Luke Steckel,Tennessee Titans,2015,Offensive Assistant
Giff Smith,Tennessee Titans,2015,Defensive Line
Nick Eason,Tennessee Titans,2015,Assistant Defensive Line
Lou Spanos,Tennessee Titans,2015,Linebackers
Steve Brown,Tennessee Titans,2015,Assistant Secondary
Cannon Matthews,Tennessee Titans,2015,Defensive Quality Control
Nate Kaczor,Tennessee Titans,2015,Special Teams
Steve Hoffman,Tennessee Titans,2015,Assistant Special Teams
Randy Jordan,Washington Redskins,2015,Running Backs
Ike Hilliard,Washington Redskins,2015,Wide Receivers
Wes Phillips,Washington Redskins,2015,Tight Ends
Shane Day,Washington Redskins,2015,Offensive Quality Control/Assistant Offensive Line
Dave Ragone,Washington Redskins,2015,Offensive Quality Control
Robb Akey,Washington Redskins,2015,Defensive Line
Kirk Olivadotti,Washington Redskins,2015,Linebackers
Aubrey Pleasant,Washington Redskins,2015,Defensive Quality Control
Chad Grimm,Washington Redskins,2015,Defensive Quality Control
Bradford Banta,Washington Redskins,2015,Assistant Special Teams
Mike Clark,Washington Redskins,2015,Head Strength And Conditioning
Chad Englehart,Washington Redskins,2015,Assistant Strength And Conditioning
Larry Hess,Washington Redskins,2015,Head Athletic Trainer
Stump Mitchell,Arizona Cardinals,2016,Running Backs
Darryl Drake,Arizona Cardinals,2016,Wide Receivers
Rick Christophel,Arizona Cardinals,2016,Tight Ends
Steve Heiden,Arizona Cardinals,2016,Assistant Tight Ends/Assistant Special Teams
Larry Zierlein,Arizona Cardinals,2016,Assistant Offensive Line
Kevin Garver,Arizona Cardinals,2016,Offensive Assistant
Brentson Buckner,Arizona Cardinals,2016,Defensive Line
Larry Foote,Arizona Cardinals,2016,Inside Linebackers
Nick Rapone,Arizona Cardinals,2016,Defensive Backs
Kevin Ross,Arizona Cardinals,2016,Cornerbacks
Mike Chiurco,Arizona Cardinals,2016,Defensive Assistant/Defensive Backs
Tom Pratt,Arizona Cardinals,2016,Pass Rush Specialist
Anthony Blevins,Arizona Cardinals,2016,Assistant Special Teams
Buddy Morris,Arizona Cardinals,2016,Strength And Conditioning
Roger Kingdom,Arizona Cardinals,2016,Assistant Strength And Conditioning
Bobby Turner,Atlanta Falcons,2016,Running Backs
Wade Harman,Atlanta Falcons,2016,Tight Ends
Chris Morgan,Atlanta Falcons,2016,Offensive Line
Keith Carter,Atlanta Falcons,2016,Assistant Offensive Line
Mike McDaniel,Atlanta Falcons,2016,Offensive Assistant
Mike LaFleur,Atlanta Falcons,2016,Offensive Assistant
Bryan Cox,Atlanta Falcons,2016,Defensive Line
Jeff Ulbrich,Atlanta Falcons,2016,Linebackers
Doug Mallory,Atlanta Falcons,2016,Defensive Assistant/Linebackers
Chad Walker,Atlanta Falcons,2016,Defensive Assistant/Defensive Backs
Eric Sutulovich,Atlanta Falcons,2016,Assistant Special Teams
Lance Schulters,Atlanta Falcons,2016,Special Teams Intern
Steve Scarnecchia,Atlanta Falcons,2016,Assistant Head
Jesse Ackerman,Atlanta Falcons,2016,Head Strength And Conditioning
Jonas Beauchemin,Atlanta Falcons,2016,Assistant Strength And Conditioning
Thomas Hammock,Baltimore Ravens,2016,Running Backs
Bobby Engram,Baltimore Ravens,2016,Wide Receivers
Richard Angulo,Baltimore Ravens,2016,Tight Ends
Craig Ver Steeg,Baltimore Ravens,2016,Senior Offensive Assistant
Andy Bischoff,Baltimore Ravens,2016,Offensive Assistant
Joe Cullen,Baltimore Ravens,2016,Defensive Line
Matt Weiss,Baltimore Ravens,2016,Outside Linebackers
Chris Hewitt,Baltimore Ravens,2016,Defensive Backs
Drew Wilkins,Baltimore Ravens,2016,Defensive Assistant
Mike Macdonald,Baltimore Ravens,2016,Defensive Assistant
Chris Horton,Baltimore Ravens,2016,Assistant Special Teams
Randy Brown,Baltimore Ravens,2016,Kicking Consultant
,Baltimore Ravens,2016,Strength And Conditioning
Juney Barnett,Baltimore Ravens,2016,Assistant Strength And Conditioning
Ron Hughes,Buffalo Bills,2016,Special Assistant
Buddy Nix,Buffalo Bills,2016,Special Assistant
David Lee,Buffalo Bills,2016,Quarterbacks
Jason Vrable,Buffalo Bills,2016,Assistant Quarterbacks
Sanjay Lal,Buffalo Bills,2016,Wide Receivers
Tony Sparano Jr,Buffalo Bills,2016,Tight Ends
Pat Meyer,Buffalo Bills,2016,Offensive Assistant
John Blake,Buffalo Bills,2016,Defensive Line
Jason Rebrovich,Buffalo Bills,2016,Assistant Defensive Line
Bobby April III,Buffalo Bills,2016,Linebackers
Jeff Weeks,Buffalo Bills,2016,Outside Linebackers
Tim McDonald,Buffalo Bills,2016,Defensive Backs
Ed Reed,Buffalo Bills,2016,Assistant Defensive Backs
D'Anton Lynn,Buffalo Bills,2016,Defensive Assistant
Danny Crossman,Buffalo Bills,2016,Special Teams
Eric Smith,Buffalo Bills,2016,Assistant Special Teams
Kathryn Smith,Buffalo Bills,2016,Special Teams Quality Control
Eric Ciano,Buffalo Bills,2016,Head Strength And Conditioning
Hal Luther,Buffalo Bills,2016,Assistant Head Strength And Conditioning
Jason Oszvart,Buffalo Bills,2016,Strength And Conditioning Assistant
Dan Liburd,Buffalo Bills,2016,Strength And Conditioning Assistant
Mark Loecher,Buffalo Bills,2016,Strength And Conditioning Assistant
Ken Dorsey,Carolina Panthers,2016,Quarterbacks
Ricky Proehl,Carolina Panthers,2016,Wide Receivers
Cam Turner,Carolina Panthers,2016,Assistant Wide Receivers
Pete Hoener,Carolina Panthers,2016,Tight Ends
Ray Brown,Carolina Panthers,2016,Assistant Offensive Line
Sam Mills III,Carolina Panthers,2016,Assistant Defensive Line
Richard Rodgers,Carolina Panthers,2016,Assistant Defensive Backs/Safeties
Curtis Fuller,Carolina Panthers,2016,Assistant Defensive Backs/Nickels
Thomas McGaughey,Carolina Panthers,2016,Assistant Special Teams
Joe Kenn,Carolina Panthers,2016,Strength And Conditioning
Jason Benguche,Carolina Panthers,2016,Assistant Strength And Conditioning
Dave Ragone,Chicago Bears,2016,Quarterbacks
Stan Drayton,Chicago Bears,2016,Running Backs
Curtis Johnson,Chicago Bears,2016,Wide Receivers
Frank Smith,Chicago Bears,2016,Tight Ends
Dave Magazu,Chicago Bears,2016,Offensive Line
Ben Wilkerson,Chicago Bears,2016,Assistant Offensive Line
Kevin Mawae,Chicago Bears,2016,Assistant Offensive Line
Ben McDaniels,Chicago Bears,2016,Offensive Assistant
John Dunn,Chicago Bears,2016,Offensive Quality Control
Jay Rodgers,Chicago Bears,2016,Defensive Line
Glenn Pires,Chicago Bears,2016,Inside Linebackers
Clint Hurtt,Chicago Bears,2016,Outside Linebackers
Sam Garnes,Chicago Bears,2016,Assistant Defensive Backs
Sean Desai,Chicago Bears,2016,Defensive Quality Control
Richard Hightower,Chicago Bears,2016,Assistant Special Teams
Jason George,Chicago Bears,2016,Strength And Conditioning
Rick Perry,Chicago Bears,2016,Assistant Strength And Conditioning
Pierre Ngo,Chicago Bears,2016,Assistant Strength And Conditioning
Paul Alexander,Cincinnati Bengals,2016,Assistant Head/Offensive Line
Kyle Caskey,Cincinnati Bengals,2016,Running Backs
James Urban,Cincinnati Bengals,2016,Wide Receivers
Jonathan Hayes,Cincinnati Bengals,2016,Tight Ends
Dan Pitcher,Cincinnati Bengals,2016,Offensive Assistant/Wide Receivers
Brian Braswell,Cincinnati Bengals,2016,Offensive Quality Control/Assistant Offensive Line
Robert Couch,Cincinnati Bengals,2016,Offensive Quality Control/Offensive Line
Jacob Burney,Cincinnati Bengals,2016,Defensive Line
Robert Livingston,Cincinnati Bengals,2016,Assistant Defensive Backs
David Lippincott,Cincinnati Bengals,2016,Defensive Quality Control/Assistant Linebackers
Marcus Lewis,Cincinnati Bengals,2016,Defensive Quality Control/Defensive Line
Brayden Coombs,Cincinnati Bengals,2016,Assistant Special Teams/Defensive Quality Control
Chip Morton,Cincinnati Bengals,2016,Head Strength And Conditioning
Jeff Friday,Cincinnati Bengals,2016,Assistant Strength And Conditioning
Jim Brown,Cleveland Browns,2016,Special Advisor
Greg Seamon,Cleveland Browns,2016,Tight Ends
Mark Hutson,Cleveland Browns,2016,Assistant Offensive Line
Bob Saunders,Cleveland Browns,2016,Offensive Quality Control/Assistant Wide Receivers
Rock Cartwright,Cleveland Browns,2016,Offensive Quality Control/Assistant Running Backs
Robert Nunn,Cleveland Browns,2016,Defensive Line
Ken Delgado,Cleveland Browns,2016,Assistant Defensive Line
Ryan Slowik,Cleveland Browns,2016,Outside Linebackers
Johnny Holland,Cleveland Browns,2016,Inside Linebackers
Louie Cioffi,Cleveland Browns,2016,Defensive Backs
Cannon Matthews,Cleveland Browns,2016,Assistant Defensive Backs
Eric Sanders,Cleveland Browns,2016,Defensive Quality Control
Shawn Mennenga,Cleveland Browns,2016,Special Teams Assistant
Stan Watson,Cleveland Browns,2016,Special Teams Quality Control
Joe Kim,Cleveland Browns,2016,Assistant Strength/Skill Development
Derik Keyes,Cleveland Browns,2016,Assistant Strength And Conditioning
Art Tolhurst,Cleveland Browns,2016,Assistant Strength And Conditioning
Ian Jones,Cleveland Browns,2016,Strength And Conditioning Intern
Wade Wilson,Dallas Cowboys,2016,Quarterbacks
Gary Brown,Dallas Cowboys,2016,Running Backs
Derek Dooley,Dallas Cowboys,2016,Wide Receivers
Kyle Valero,Dallas Cowboys,2016,Assistant Wide Receivers
Frank Pollack,Dallas Cowboys,2016,Offensive Line
Marc Colombo,Dallas Cowboys,2016,Assistant Offensive Line
Leon Lett,Dallas Cowboys,2016,Defensive Tackles
Ben Bloom,Dallas Cowboys,2016,Defensive Ends
Joe Baker,Dallas Cowboys,2016,Secondary
Greg Jackson,Dallas Cowboys,2016,Safeties
Turner West,Dallas Cowboys,2016,Defensive Assistant
Keith O'Quinn,Dallas Cowboys,2016,Assistant Special Teams
Mike Woicik,Dallas Cowboys,2016,Strength And Conditioning
Brett Bech,Dallas Cowboys,2016,Assistant Strength And Conditioning
Kendall Smith,Dallas Cowboys,2016,Assistant Strength And Conditioning
Tyke Tolbert,Denver Broncos,2016,Wide Receivers
Marc Lubick,Denver Broncos,2016,Assistant Wide Receivers
Brian Pariani,Denver Broncos,2016,Tight Ends
Clancy Barone,Denver Broncos,2016,Offensive Line
James Cregg,Denver Broncos,2016,Assistant Offensive Line
Klint Kubiak,Denver Broncos,2016,Offensive Assistant/Quarterbacks
Phil Rauscher,Denver Broncos,2016,Coaching Assistant
Bill Kollar,Denver Broncos,2016,Defensive Line
Reggie Herring,Denver Broncos,2016,Linebackers
Samson Brown,Denver Broncos,2016,Assistant Secondary
Chris Beake,Denver Broncos,2016,Defensive Assistant
Thad Bogardus,Denver Broncos,2016,Coaching Assistant
Tony Coaxum,Denver Broncos,2016,Assistant Special Teams
Chris Gould,Denver Broncos,2016,Coaching Assistant
Luke Richesson,Denver Broncos,2016,Strength And Conditioning
Mike Eubanks,Denver Broncos,2016,Assistant Strength And Conditioning
Anthony Lomando,Denver Broncos,2016,Assistant Strength And Conditioning
Dennis Love,Denver Broncos,2016,Assistant Strength And Conditioning
Winston Moss,Green Bay Packers,2016,Associate Head/Linebackers
Ben Sirmans,Green Bay Packers,2016,Running Backs
Luke Getsy,Green Bay Packers,2016,Wide Receivers
Brian Angelichio,Green Bay Packers,2016,Tight Ends
James Campen,Green Bay Packers,2016,Offensive Line
David Raih,Green Bay Packers,2016,Assistant Offensive Line
Scott McCurley,Green Bay Packers,2016,Assistant Linebackers
Joe Whitt Jr,Green Bay Packers,2016,Secondary Cornerbacks
Darren Perry,Green Bay Packers,2016,Secondary Safeties
Jerry Montgomery,Green Bay Packers,2016,Defensive Front Assistant
Ejiro Evero,Green Bay Packers,2016,Defensive Quality Control
Chris Gizzi,Green Bay Packers,2016,Strength And Conditioning Assistant
Thadeus Jackson,Green Bay Packers,2016,Strength And Conditioning Assistant
Grant Thorne,Green Bay Packers,2016,Strength And Conditioning Assistant
Charles London,Houston Texans,2016,Running Backs
Sean Ryan,Houston Texans,2016,Wide Receivers
John Perry,Houston Texans,2016,Tight Ends
Mike Devlin,Houston Texans,2016,Offensive Line
Pat O'Hara,Houston Texans,2016,Offensive Assistant
Anthony Weaver,Houston Texans,2016,Defensive Line
John Butler,Houston Texans,2016,Secondary
Anthony Midget,Houston Texans,2016,Assistant Secondary
Shane Bowen,Houston Texans,2016,Defensive Assistant
Will Lawing,Houston Texans,2016,Defensive Quality Control
Craig Fitzgerald,Houston Texans,2016,Head Strength And Conditioning
Sean Hayes,Houston Texans,2016,Assistant Strength And Conditioning
Brian Bell,Houston Texans,2016,Assistant Strength And Conditioning
Ian Jones,Houston Texans,2016,Assistant Strength And Conditioning
Jeff Popovich,Indianapolis Colts,2016,Assistant Head
Jemal Singleton,Indianapolis Colts,2016,Running Backs
Lee Hull,Indianapolis Colts,2016,Wide Receivers
Joe Gilbert,Indianapolis Colts,2016,Assistant Offensive Line
Tim Berbenich,Indianapolis Colts,2016,Offensive Assistant/Assistant Quarterbacks
Frank Giufre,Indianapolis Colts,2016,Offensive Quality Control
Gary Emanuel,Indianapolis Colts,2016,Defensive Line
Jim Herrmann,Indianapolis Colts,2016,Linebackers
Brad White,Indianapolis Colts,2016,Outside Linebackers
Greg Williams,Indianapolis Colts,2016,Secondary
Shawn Terlecky,Indianapolis Colts,2016,Defensive Quality Control
Maurice Drayton,Indianapolis Colts,2016,Assistant Special Teams
Darren Krein,Indianapolis Colts,2016,Strength And Conditioning
Richard Howell,Indianapolis Colts,2016,Assistant Strength And Conditioning
Tyler Wolf,Jacksonville Jaguars,2016,Head Associate
ElizaBeth Mayers,Jacksonville Jaguars,2016,Assistant Head And Administrator Ofing Operations
Nathaniel Hackett,Jacksonville Jaguars,2016,Quarterbacks
Kelly Skipper,Jacksonville Jaguars,2016,Running Backs
Tony Sorrentino,Jacksonville Jaguars,2016,Assistant Wide Receivers
Ron Middleton,Jacksonville Jaguars,2016,Tight Ends/Assistant Special Teams
John Benton,Jacksonville Jaguars,2016,Assistant Offensive Line
John Donovan,Jacksonville Jaguars,2016,Offensive Quality Control
Chris O'Hara,Jacksonville Jaguars,2016,Offensivees Assistant
Aaron Whitecotton,Jacksonville Jaguars,2016,Assistant Defensive Line
Scottie Hazelton,Jacksonville Jaguars,2016,Assistant Linebackers
DeWayne Walker,Jacksonville Jaguars,2016,Defensive Backs
Daniel Bullocks,Jacksonville Jaguars,2016,Assistant Defensive Backs
Mike Rutenberg,Jacksonville Jaguars,2016,Defensive Assistant
Dan Shamash,Jacksonville Jaguars,2016,Defensive Quality Control
Matthew Smiley,Jacksonville Jaguars,2016,Assistant Special Teams
Tom Myslinski,Jacksonville Jaguars,2016,Strength And Conditioning
Alex Hampton,Jacksonville Jaguars,2016,Strength And Conditioning Associate
Jess Langvardt,Jacksonville Jaguars,2016,Strength And Conditioning Associate
Cedric Scott,Jacksonville Jaguars,2016,Assistant Strength And Conditioning
David Culley,Kansas City Chiefs,2016,Assistant Head/Wide Receivers
Kyle Childress,Kansas City Chiefs,2016,Senior Assistant Head
Corey Matthaei,Kansas City Chiefs,2016,Assistant Quarterbacks
Tom Melvin,Kansas City Chiefs,2016,Tight Ends
Andy Heck,Kansas City Chiefs,2016,Offensive Line
Joe Bleymaier,Kansas City Chiefs,2016,Offensive Quality Control
Britt Reid,Kansas City Chiefs,2016,Defensive Line
Mike Smith,Kansas City Chiefs,2016,Assistant Defensive Line
Mark DeLeone,Kansas City Chiefs,2016,Assistant Linebackers
Al Harris,Kansas City Chiefs,2016,Secondary/Cornerbacks
Taylor Embree,Kansas City Chiefs,2016,Defensive Assistant
Brock Olivo,Kansas City Chiefs,2016,Assistant Special Teams
Rick Burkholder,Kansas City Chiefs,2016,Head Athletic Trainer
Barry Rubin,Kansas City Chiefs,2016,Strength And Conditioning
Travis Crittenden,Kansas City Chiefs,2016,Assistant Strength And Conditioning
Devin Woodhouse,Kansas City Chiefs,2016,Assistant Strength And Conditioning
Ryan Reynolds,Kansas City Chiefs,2016,Assistant Strength And Conditioning
Chris Weinke,Los Angeles Rams,2016,Quarterbacks
Skip Peete,Los Angeles Rams,2016,Running Backs
Kenan Smith,Los Angeles Rams,2016,Assistant Wide Receivers
John Lilly,Los Angeles Rams,2016,Tight Ends
Paul Boudreau,Los Angeles Rams,2016,Offensive Line
Andy Dickerson,Los Angeles Rams,2016,Assistant Offensive Line
Barrett Trotter,Los Angeles Rams,2016,Offensive Quality Control
Mike Waufle,Los Angeles Rams,2016,Defensive Line
Clyde Simmons,Los Angeles Rams,2016,Assistant Defensive Line
Dennard Wilson,Los Angeles Rams,2016,Secondary
Brandon Fisher,Los Angeles Rams,2016,Secondary
Jeff Imamura,Los Angeles Rams,2016,Defensive Quality Control
Rock Gullickson,Los Angeles Rams,2016,Head Strength And Conditioning
JAggabao,Los Angeles Rams,2016,Assistant Strength And Conditioning
Bo Hardegree,Miami Dolphins,2016,Quarterbacks
Danny Barrett,Miami Dolphins,2016,Running Backs
Shawn Jefferson,Miami Dolphins,2016,Wide Receivers
Ben Johnson,Miami Dolphins,2016,Assistant Wide Receivers
Shane Day,Miami Dolphins,2016,Tight Ends
Jeremiah Washburn,Miami Dolphins,2016,Assistant Offensive Line
Chris Kuper,Miami Dolphins,2016,Offensive Quality Control
Terrell Williams,Miami Dolphins,2016,Defensive Line
Charlie Bullen,Miami Dolphins,2016,Assistant Linebackers
Daronte Jones,Miami Dolphins,2016,Assistant Defensive Backs
Jim Washburn,Miami Dolphins,2016,Senior Defensive Assistant/Pass Rush Specialist
Rusty McKinney,Miami Dolphins,2016,Defensive Quality Control
Marwan Maalouf,Miami Dolphins,2016,Assistant Special Teams
Dave Puloka,Miami Dolphins,2016,Head Strength And Conditioning
Jim Arthur,Miami Dolphins,2016,Assistant Strength And Conditioning
Ted Rath,Miami Dolphins,2016,Assistant Strength And Conditioning
Scott Turner,Minnesota Vikings,2016,Quarterbacks
George Stewart,Minnesota Vikings,2016,Wide Receivers
